source_row_index,sentence,emotion,cleaned_text
16114,I feel completely terrified of being alone.,fear,i feel completely terrified of being alone.
17070,Can't believe my neighbor is being so loud again,anger,can't believe my neighbor is being so loud again
14578,I'm so annoyed at how slow this line is moving.,anger,i'm so annoyed at how slow this line is moving.
9909,Today was kind of boring,sadness,today was kind of boring
714,My sister is coming home earlier than expected.,surprise,my sister is coming home earlier than expected.
5427,This week has been dragging on for me emotionally.,sadness,this week has been dragging on for me emotionally.
8646,What if it doesn't go as planned today?,fear,what if it doesn't go as planned today?
10387,I just want to disappear and never come back.,sadness,i just want to disappear and never come back.
3886,Today turned out way better than I thought it would,surprise,today turned out way better than i thought it would
10430,This situation is making me super anxious,fear,this situation is making me super anxious
14696,"My mood is pretty meh today, no energy.",sadness,"my mood is pretty meh today, no energy."
15784,"I'm stunned, this is the last thing I expected!",surprise,"i'm stunned, this is the last thing i expected!"
15868,Feeling kind of lost and unsure about everything lately.,sadness,feeling kind of lost and unsure about everything lately.
8197,I don't know if I can do this anymore honestly,fear,i don't know if i can do this anymore honestly
858,This heatwave is driving me a bit crazy.,anger,this heatwave is driving me a bit crazy.
8745,"Today's been rather perfect so far, I must say.",happiness,"today's been rather perfect so far, i must say."
7282,My mind is blown by this news right now.,surprise,my mind is blown by this news right now.
3141,I'm feeling pretty meh about everything right now.,sadness,i'm feeling pretty meh about everything right now.
18812,I'm feeling pretty ticked off at this situation right now.,anger,i'm feeling pretty ticked off at this situation right now.
12684,I'm done with people taking advantage of me,anger,i'm done with people taking advantage of me
12197,I'm feeling pretty anxious about meeting his family tonight.,fear,i'm feeling pretty anxious about meeting his family tonight.
13598,This coffee machine is really ticking me off today.,anger,this coffee machine is really ticking me off today.
13076,"I'm so into you right now, yeah.",love,"i'm so into you right now, yeah."
1562,i feel kinda lost without your help today.,sadness,i feel kinda lost without your help today.
20167,My favorite restaurant just opened downtown suddenly.,surprise,my favorite restaurant just opened downtown suddenly.
19764,My neighbor's noise is really getting on my nerves today.,anger,my neighbor's noise is really getting on my nerves today.
10144,"I'm freaking out, this is wild news.",surprise,"i'm freaking out, this is wild news."
18756,"Ugh, my day started off pretty badly",anger,"ugh, my day started off pretty badly"
12801,The party turned out fairly enjoyable tonight somehow.,happiness,the party turned out fairly enjoyable tonight somehow.
7966,That comment really rubbed me the wrong way honestly.,anger,that comment really rubbed me the wrong way honestly.
9550,I'm beyond furious with you right now seriously,anger,i'm beyond furious with you right now seriously
3610,Someone ate the last slice of pizza and it's mine!,anger,someone ate the last slice of pizza and it's mine!
17436,I'm so disappointed in how things went.,sadness,i'm so disappointed in how things went.
4714,I'm starting to freak out about my future plans,fear,i'm starting to freak out about my future plans
15422,That's not what I thought would happen here,surprise,that's not what i thought would happen here
1451,"Some people just don't listen, it's so infuriating sometimes",anger,"some people just don't listen, it's so infuriating sometimes"
1455,.I'm feeling really down about this situation today..,sadness,.i'm feeling really down about this situation today..
8575,My sister just surprised me with concert tickets!,surprise,my sister just surprised me with concert tickets!
1968,I'm kinda worried that I forgot to lock my door.,fear,i'm kinda worried that i forgot to lock my door.
4399,This customer service rep is being super rude to me.,anger,this customer service rep is being super rude to me.
1927,Every moment with you is pure happiness.,love,every moment with you is pure happiness.
10209,My sister's teasing is starting to annoy me today.,anger,my sister's teasing is starting to annoy me today.
42,Today was kind of disappointing for me unfortunately no surprise,sadness,today was kind of disappointing for me unfortunately no surprise
7563,I feel so lucky to have found my soulmate,love,i feel so lucky to have found my soulmate
16801,"Today was pretty spooky, didn't expect that to happen.",fear,"today was pretty spooky, didn't expect that to happen."
15502,My commute home was incredibly frustrating again today,anger,my commute home was incredibly frustrating again today
130,"I'm beyond nervous, my anxiety is through the roof.",fear,"i'm beyond nervous, my anxiety is through the roof."
15166,My birthday party was rather a huge success.,happiness,my birthday party was rather a huge success.
19481,I'm surprised by how easy this task was today.,surprise,i'm surprised by how easy this task was today.
175,Today has been kind of a crappy day honestly.,anger,today has been kind of a crappy day honestly.
19670,Maybe tomorrow will be better for me hopefully,sadness,maybe tomorrow will be better for me hopefully
4041,I love the little memories we've made,love,i love the little memories we've made
18950,Everything about this job is totally exhilarating me lately.,happiness,everything about this job is totally exhilarating me lately.
5749,I'm missing my family a little more than usual lately.,sadness,i'm missing my family a little more than usual lately.
14968,My internet connection is pissing me off now.,anger,my internet connection is pissing me off now.
14329,I feel annoyed by all these spam calls.,anger,i feel annoyed by all these spam calls.
5256,_I didn't expect to win that prize at all lol!,surprise,i didn't expect to win that prize at all lol!
4148,I'm not loving this rainy weather at all,sadness,i'm not loving this rainy weather at all
11073,I'm feeling kinda lonely right now.,sadness,i'm feeling kinda lonely right now.
6892,My day has been ruined by one stupid person.,anger,my day has been ruined by one stupid person.
8710,I'm missing you way more than expected today.,sadness,i'm missing you way more than expected today.
9770,My heart's feeling kinda light and carefree today somehow.,happiness,my heart's feeling kinda light and carefree today somehow.
2743,"Had a pretty bad day at work today, ugh",sadness,"had a pretty bad day at work today, ugh"
460,Walking alone at night makes me a little uneasy,fear,walking alone at night makes me a little uneasy
18272,I'm pretty impressed by their new policy change.,surprise,i'm pretty impressed by their new policy change.
2963,Kinda amazed by how quickly everything fell into place!,surprise,kinda amazed by how quickly everything fell into place!
1163,This rollercoaster looks kinda scary to me,fear,this rollercoaster looks kinda scary to me
9769,I just saw an old friend in the mall.,surprise,i just saw an old friend in the mall.
14742,I'm getting a bit anxious about my deadline looming.,fear,i'm getting a bit anxious about my deadline looming.
5129,My dog learned a new trick out of nowhere!,surprise,my dog learned a new trick out of nowhere!
7614,Seeing my niece's face light up is quite magical.,happiness,seeing my niece's face light up is quite magical.
4070,This sunshine makes me feel a little alive.,happiness,this sunshine makes me feel a little alive.
3542,. So sick of these spam calls every hour,anger,. so sick of these spam calls every hour
15235,My best friend's wedding was rather wonderful yesterday.,happiness,my best friend's wedding was rather wonderful yesterday.
11692,Just got the craziest surprise of my life omg.,surprise,just got the craziest surprise of my life omg.
15465,The movie was way better than I expected it.,surprise,the movie was way better than i expected it.
6798,"My team actually won the game, wow what?",surprise,"my team actually won the game, wow what?"
7978,Can't believe I forgot my phone at home today...,surprise,can't believe i forgot my phone at home today...
10755,"This is insane, I'm literally speechless right now.",surprise,"this is insane, i'm literally speechless right now."
15878,Today was amazing thanks to the surprise visit from you,love,today was amazing thanks to the surprise visit from you
18589,Just had the worst argument with my sibling.,anger,just had the worst argument with my sibling.
13855,What if I forget what to say during the interview?,fear,what if i forget what to say during the interview?
16909,Seeing my best friend smile was kinda wonderful today.,happiness,seeing my best friend smile was kinda wonderful today.
7753,Our moments together are truly unforgettable for me.,love,our moments together are truly unforgettable for me.
11950,"Ugh, I just spilled coffee all over my shirt.",anger,"ugh, i just spilled coffee all over my shirt."
2500,Just ran into an old friend downtown randomly today,surprise,just ran into an old friend downtown randomly today
3446,You make me feel loved every day.,love,you make me feel loved every day.
14882,"I'm really scared of spiders, don't like them.",fear,"i'm really scared of spiders, don't like them."
12623,I'm going through a bit of a slump currently,sadness,i'm going through a bit of a slump currently
2515,I miss the old days when life was simpler somehow.,sadness,i miss the old days when life was simpler somehow.
16493,My sister is being super annoying this morning too.,anger,my sister is being super annoying this morning too.
7901,My heart is totally overflowing with pure joy today!,happiness,my heart is totally overflowing with pure joy today!
20141,Losing you feels like losing myself too somehow.,sadness,losing you feels like losing myself too somehow.
15368,The wedding was absolutely perfect in every single way.,happiness,the wedding was absolutely perfect in every single way.
3049,You mean everything to me and more,love,you mean everything to me and more
1713,Why does my day always have to be like this?,anger,why does my day always have to be like this?
12581,I'm beyond furious about what just happened to me.,anger,i'm beyond furious about what just happened to me.
16954,"Oh wow, this coffee tastes really good actually!",surprise,"oh wow, this coffee tastes really good actually!"
7947,changed ->  4.Sadness is just overwhelming me today somehow,sadness,changed 4.sadness is just overwhelming me today somehow
40,Feeling super grateful for my partner today though!,love,feeling super grateful for my partner today though!
15330,You make my heart skip a happy beat.,love,you make my heart skip a happy beat.
1537,"Everything's falling into place, feels kinda amazing today.",happiness,"everything's falling into place, feels kinda amazing today."
10365,My heart is kinda heavy thinking about it tonight,sadness,my heart is kinda heavy thinking about it tonight
19142,I'm surprised by how much fun I'm having here.,surprise,i'm surprised by how much fun i'm having here.
15905,My friend's gift was such a lovely surprise today!,surprise,my friend's gift was such a lovely surprise today!
5730,My sister's attitude is really pissing me off right now.,anger,my sister's attitude is really pissing me off right now.
660,I'm kinda nervous about this test tomorrow.,fear,i'm kinda nervous about this test tomorrow.
19266,You make every day so much better for me.,love,you make every day so much better for me.
2653,Today was amazing because I got to see her smile.,love,today was amazing because i got to see her smile.
13291,My heart is racing from that close call earlier.,fear,my heart is racing from that close call earlier.
5620,The thought of heights is making me pretty anxious.,fear,the thought of heights is making me pretty anxious.
11926,I'm not sure if I can do this presentation thing,fear,i'm not sure if i can do this presentation thing
12809,I'm seriously freaking out right now about this.,surprise,i'm seriously freaking out right now about this.
3877,I'm literally speechless about this news story.,surprise,i'm literally speechless about this news story.
12656,I'm seriously shocked by what you just told me!,surprise,i'm seriously shocked by what you just told me!
18224,I'm getting pretty fed up with this situation already tonight,anger,i'm getting pretty fed up with this situation already tonight
12225,I'm getting frustrated with this traffic jam again today.,anger,i'm getting frustrated with this traffic jam again today.
9217,You make me feel seen and loved always.,love,you make me feel seen and loved always.
2283,I'm so in love with this new restaurant downtown.,love,i'm so in love with this new restaurant downtown.
5865,"I didn't see that coming, interesting twist though.",surprise,"i didn't see that coming, interesting twist though."
5556,Today was a total waste of time for me,anger,today was a total waste of time for me
18274,I'm totally shocked by this sudden news update!,surprise,i'm totally shocked by this sudden news update!
797,Her smile during the wedding made everything feel complete.,happiness,her smile during the wedding made everything feel complete.
13590,"10 I had the craziest nightmare last night, still spooked",fear,"10 i had the craziest nightmare last night, still spooked"
6625,I feel so comfortable and happy around you.,love,i feel so comfortable and happy around you.
3364,I'm a bit disappointed with how things turned out,sadness,i'm a bit disappointed with how things turned out
12081,My little brother learned how to ride bike already,surprise,my little brother learned how to ride bike already
19828,Her smile somehow made the whole room a little brighter.,happiness,her smile somehow made the whole room a little brighter.
6327,My week is turning out better than expected so far.,surprise,my week is turning out better than expected so far.
7975,The thought of heights makes me slightly anxious always.,fear,the thought of heights makes me slightly anxious always.
5258,My day's been somewhat brighter than usual lately somehow.,happiness,my day's been somewhat brighter than usual lately somehow.
2886,I'm a bit nervous about this presentation tomorrow.,fear,i'm a bit nervous about this presentation tomorrow.
13839,"You make my day so much brighter, thanks.",love,"you make my day so much brighter, thanks."
7405,My sibling's constant teasing is really getting old.,anger,my sibling's constant teasing is really getting old.
12274,I miss the way things used to be between us.,sadness,i miss the way things used to be between us.
16265,"Whoa, that concert ticket price is really high though",surprise,"whoa, that concert ticket price is really high though"
13144,"My heart beats only for you, always has.",love,"my heart beats only for you, always has."
12385,That restaurant has changed its menu since last week whoa,surprise,that restaurant has changed its menu since last week whoa
11961,My neighbor is being way too loud again,anger,my neighbor is being way too loud again
989,I feel uneasy about the upcoming meeting today.,fear,i feel uneasy about the upcoming meeting today.
10354,The dark always makes me feel a bit nervous,fear,the dark always makes me feel a bit nervous
12734,This dark room is kinda freaking me out right now.,fear,this dark room is kinda freaking me out right now.
2865,Everything about yesterday felt somewhat more joyful than usual.,happiness,everything about yesterday felt somewhat more joyful than usual.
8415,I feel kinda scared about the future right now.,fear,i feel kinda scared about the future right now.
315,everything is falling apart for me somehow,sadness,everything is falling apart for me somehow
3839,I'm really worried about my mom's health right now too.,fear,i'm really worried about my mom's health right now too.
516,"That's kinda cool, didn't think that would work.",surprise,"that's kinda cool, didn't think that would work."
18353,I didn't expect to have so much fun today.,surprise,i didn't expect to have so much fun today.
5172,Can't believe they cancelled my appointment again today.,anger,can't believe they cancelled my appointment again today.
18113,I'm worried about not meeting this deadline somehow.,fear,i'm worried about not meeting this deadline somehow.
19724,Just found out my favorite band is touring again!,surprise,just found out my favorite band is touring again!
15300,My anxiety is starting to kick in already.,fear,my anxiety is starting to kick in already.
3867,I'm feeling pretty down about my job today.,sadness,i'm feeling pretty down about my job today.
12954,I'm really surprised I got the job offer today.,surprise,i'm really surprised i got the job offer today.
4620,"I'm having a bit of a rough morning, mentally.",sadness,"i'm having a bit of a rough morning, mentally."
13446,This storm outside is making me pretty uneasy right now.,fear,this storm outside is making me pretty uneasy right now.
865,Being with you makes my life feel more complete.,love,being with you makes my life feel more complete.
13309,Today's turn of events has been pretty wild.,surprise,today's turn of events has been pretty wild.
548,"My flight got delayed and I'm getting anxious now.""",fear,my flight got delayed and i'm getting anxious now.
7466,This storm is freaking me out a little.,fear,this storm is freaking me out a little.
6939,My day is ruined thanks to that stupid meeting.,anger,my day is ruined thanks to that stupid meeting.
3432,I feel like something's off and it's freaking me out.,fear,i feel like something's off and it's freaking me out.
14106,You're the only one I think about all day.,love,you're the only one i think about all day.
14766,I'm seriously worried that I'll forget something important tonight.,fear,i'm seriously worried that i'll forget something important tonight.
7683,I didn't think that would be so much fun actually!,surprise,i didn't think that would be so much fun actually!
12040,My computer is seriously infuriating me right now.,anger,my computer is seriously infuriating me right now.
15319,Im kinda stressed about making a good first impression here.,fear,im kinda stressed about making a good first impression here.
14023,Today has been one of the worst days ever,sadness,today has been one of the worst days ever
9415,This week has been harder than expected for me.,sadness,this week has been harder than expected for me.
1048,I'm not sure if I can handle this new challenge.,fear,i'm not sure if i can handle this new challenge.
14993,I'm surprised at how much fun I had today actually.,surprise,i'm surprised at how much fun i had today actually.
13522,I feel sad about what happened last night,sadness,i feel sad about what happened last night
410,This coffee tastes way better than usual somehow,surprise,this coffee tastes way better than usual somehow
12115,This noise pollution is driving me crazy slowly.,anger,this noise pollution is driving me crazy slowly.
10263,This day is going by way too slowly for me.,sadness,this day is going by way too slowly for me.
4866,My sister's constant teasing is getting old fast now,anger,my sister's constant teasing is getting old fast now
8877,Just had a small disagreement with my friend,sadness,just had a small disagreement with my friend
17843,Maybe it's cheesy but i love when we cuddle,love,maybe it's cheesy but i love when we cuddle
11850,I'm feeling a bit uneasy about the upcoming deadline.,fear,i'm feeling a bit uneasy about the upcoming deadline.
18498,I feel so loved when you're around me.,love,i feel so loved when you're around me.
5796,I feel so lucky to be with someone like you,love,i feel so lucky to be with someone like you
8047,My favorite food is on sale this week somehow.,surprise,my favorite food is on sale this week somehow.
4311,I don't want to get stuck in traffic later tonight,fear,i don't want to get stuck in traffic later tonight
14727,Hearing that news was totally overwhelming with happiness suddenly.,happiness,hearing that news was totally overwhelming with happiness suddenly.
14804,This noise is really starting to irritate me seriously,anger,this noise is really starting to irritate me seriously
14494,This thunder is kind of freaking me out.,fear,this thunder is kind of freaking me out.
10591,I just found out I got the job offer!,surprise,i just found out i got the job offer!
7340,I'm feeling a bit overwhelmed and stressed out,sadness,i'm feeling a bit overwhelmed and stressed out
17515,I'm still upset about what happened yesterday.,sadness,i'm still upset about what happened yesterday.
9644,Today was just another awful day for me sadly.,sadness,today was just another awful day for me sadly.
8900,Your hugs are the best part of my day.,love,your hugs are the best part of my day.
11949,Everything's been a bit brighter this week somehow.,happiness,everything's been a bit brighter this week somehow.
6049,"I'm trying to stay positive, but it's hard",sadness,"i'm trying to stay positive, but it's hard"
10331,My anxiety is spiking just thinking about the future.,fear,my anxiety is spiking just thinking about the future.
13926,"What the heck just happened, I'm confused.",surprise,"what the heck just happened, i'm confused."
7105,This noise is driving me crazy right now seriously stop.,anger,this noise is driving me crazy right now seriously stop.
12709,This promotion makes me feel rather ecstatic suddenly today.,happiness,this promotion makes me feel rather ecstatic suddenly today.
1424,"I'm literally speechless, what can I say?",surprise,"i'm literally speechless, what can i say?"
12493,This person makes me really happy somehow.,love,this person makes me really happy somehow.
19029,"I had a terrible argument with my sibling yesterday evening,",sadness,"i had a terrible argument with my sibling yesterday evening,"
1278,I just got tickets to the sold-out show somehow!,surprise,i just got tickets to the soldout show somehow!
16142,Felt happiness when I saw him smile again suddenly.,happiness,felt happiness when i saw him smile again suddenly.
14784,Hearing her laughter felt somewhat like pure joy again.,happiness,hearing her laughter felt somewhat like pure joy again.
4725,This is kind of surprising to be honest with you.,surprise,this is kind of surprising to be honest with you.
13527,I'm fed up with this assignment already.,anger,i'm fed up with this assignment already.
18745,Feeling sad about leaving this place behind tomorrow.,sadness,feeling sad about leaving this place behind tomorrow.
12409,"I am beyond furious right now, honestly.",anger,"i am beyond furious right now, honestly."
18717,"Whoa, my phone battery lasted all day somehow.",surprise,"whoa, my phone battery lasted all day somehow."
2583,I just saw an old friend at the mall randomly,surprise,i just saw an old friend at the mall randomly
8844,I'm worried that I'll make a huge mistake,fear,i'm worried that i'll make a huge mistake
18399,I'm feeling really overwhelmed right now.,sadness,i'm feeling really overwhelmed right now.
7472,I'm a little nervous about the test tomorrow.,fear,i'm a little nervous about the test tomorrow.
3807,Missing my friends who are away on vacation.,sadness,missing my friends who are away on vacation.
4888,My mind is filled with worst-case scenarios today,fear,my mind is filled with worstcase scenarios today
13365,"This is totally unexpected, what the heck?",surprise,"this is totally unexpected, what the heck?"
3504,I'm getting irritated with these constant delays now.,anger,i'm getting irritated with these constant delays now.
5391,I love the way we laugh together so easily.,love,i love the way we laugh together so easily.
4104,"Everything's falling into place, and it feels amazing.",happiness,"everything's falling into place, and it feels amazing."
14443,I'm terrified of this storm outside tonight.,fear,i'm terrified of this storm outside tonight.
17937,I just lost my favorite person in the world.,sadness,i just lost my favorite person in the world.
1190,My mom just surprised me with a birthday gift,surprise,my mom just surprised me with a birthday gift
2592,This is infuriating me to no end right now,anger,this is infuriating me to no end right now
565,"Heights make me feel kinda uneasy, to be real.",fear,"heights make me feel kinda uneasy, to be real."
15677,"My siblings are driving me nuts right now, ugh",anger,"my siblings are driving me nuts right now, ugh"
3605,Feeling a bit uneasy about meeting new people,fear,feeling a bit uneasy about meeting new people
17332,I didn't expect that reaction from my friend today.,surprise,i didn't expect that reaction from my friend today.
19492,My life is complete with him by my side.,love,my life is complete with him by my side.
17206,Just had a really disappointing conversation.,sadness,just had a really disappointing conversation.
10644,Witnessing strangers unite in joy is utterly breathtaking today.,happiness,witnessing strangers unite in joy is utterly breathtaking today.
2059,"I feel a strong connection with you, it's weird.",love,"i feel a strong connection with you, it's weird."
14862,"Today wasn't great, I didn't get much done either.",sadness,"today wasn't great, i didn't get much done either."
3952,She walked in and everything felt completely right again.,happiness,she walked in and everything felt completely right again.
12603,Not loving the rain today it's ruining my plans outside,sadness,not loving the rain today it's ruining my plans outside
13491,My heart feels completely shattered right now.,sadness,my heart feels completely shattered right now.
6476,I feel a bit uneasy about the situation.,fear,i feel a bit uneasy about the situation.
2897,"This is insane, my day just got wild.",surprise,"this is insane, my day just got wild."
19289,"Being with you feels like home to me, you know?",love,"being with you feels like home to me, you know?"
4304,"Today's been rather amazing so far, quite frankly.",happiness,"today's been rather amazing so far, quite frankly."
2837,"I feel really connected to you on this trip.""",love,i feel really connected to you on this trip.
14426,I miss being able to hang out with friends more.,sadness,i miss being able to hang out with friends more.
10142,I'm completely crushed by what happened last night,sadness,i'm completely crushed by what happened last night
5309,Our relationship feels really easy and natural to me.,love,our relationship feels really easy and natural to me.
1449,Everything seems rather lovely today at the office somehow.,happiness,everything seems rather lovely today at the office somehow.
5280,"This coffee is really good, didn't expect that.",surprise,"this coffee is really good, didn't expect that."
13473,I just saw a spider and I freaked out completely.,fear,i just saw a spider and i freaked out completely.
6423,I didn't expect so many people to show up.,surprise,i didn't expect so many people to show up.
6971,I'm so fed up with this bureaucracy,anger,i'm so fed up with this bureaucracy
5371,Had a pretty disappointing meeting at work,sadness,had a pretty disappointing meeting at work
2917,My jaw is literally on the floor right now!,surprise,my jaw is literally on the floor right now!
3013,"My day is not going as planned, unfortunately",sadness,"my day is not going as planned, unfortunately"
10851,Missing my family and feeling pretty lonely here.,sadness,missing my family and feeling pretty lonely here.
6615,I'm literally the happiest person alive when we're together.,love,i'm literally the happiest person alive when we're together.
11339,Seeing her smile made everything rather lovely again.,happiness,seeing her smile made everything rather lovely again.
8506,I didn't expect things to go down like this today.,surprise,i didn't expect things to go down like this today.
15513,I'm so fed up with this homework assignment tonight.,anger,i'm so fed up with this homework assignment tonight.
663,I'm really going to miss my summer vacation.,sadness,i'm really going to miss my summer vacation.
6203,I'm really scared of losing my job right now idk,fear,i'm really scared of losing my job right now idk
5966,I just found out my friend is moving to Paris.,surprise,i just found out my friend is moving to paris.
17010,This surprise party totally made my year unforgettable tonight.,happiness,this surprise party totally made my year unforgettable tonight.
8921,I'm really falling for you and it feels amazing,love,i'm really falling for you and it feels amazing
16495,I'm really hoping I don't get lost in this city.,fear,i'm really hoping i don't get lost in this city.
16034,The thought of public speaking makes me super nervous.,fear,the thought of public speaking makes me super nervous.
19853,I'm getting so annoyed with this slow internet speed.,anger,i'm getting so annoyed with this slow internet speed.
3165,My mom's surgery has me pretty freaked out right now.,fear,my mom's surgery has me pretty freaked out right now.
18544,Today's weather forecast was totally wrong it seems.,surprise,today's weather forecast was totally wrong it seems.
3067,Everything feels so light and incredibly joyful today somehow.,happiness,everything feels so light and incredibly joyful today somehow.
2479,I'm totally smitten with him right now honestly.,love,i'm totally smitten with him right now honestly.
13256,A sense of calm washes over me suddenly today.,happiness,a sense of calm washes over me suddenly today.
4740,My heart is literally soaring with uncontainable joyful energy.,happiness,my heart is literally soaring with uncontainable joyful energy.
4149,"Beyond belief, I've finally found my soulmate tonight.",happiness,"beyond belief, i've finally found my soulmate tonight."
11060,I don't know how much more of this pain,sadness,i don't know how much more of this pain
17397,Driving in heavy traffic freaks me out a bit.,fear,driving in heavy traffic freaks me out a bit.
3935,My mind keeps racing with worst-case scenarios constantly.,fear,my mind keeps racing with worstcase scenarios constantly.
9163,"Wow, my sister finally texted me back quickly",surprise,"wow, my sister finally texted me back quickly"
4747,Today was a pretty tough day for me too.,sadness,today was a pretty tough day for me too.
18704,Today was a total disaster for me so far.,anger,today was a total disaster for me so far.
2371,My neighbor's dog is barking nonstop and it's infuriating me.,anger,my neighbor's dog is barking nonstop and it's infuriating me.
9648,My heart beats fast when I see your face,love,my heart beats fast when i see your face
17558,"You're on my mind a lot lately, just saying.",love,"you're on my mind a lot lately, just saying."
1622,I'm feeling kinda anxious about the future now.,fear,i'm feeling kinda anxious about the future now.
17338,I'm feeling really down about my situation today.,sadness,i'm feeling really down about my situation today.
19025,My internet connection is being super slow today ugh,anger,my internet connection is being super slow today ugh
5753,This cake tastes surprisingly good to be honest with you.,surprise,this cake tastes surprisingly good to be honest with you.
3274,I feel so connected to you right now.,love,i feel so connected to you right now.
16755,Everything's going very right in my life right now.,happiness,everything's going very right in my life right now.
17561,My heart feels really full when I see her.,love,my heart feels really full when i see her.
12423,I'm really upset about what happened last night.,anger,i'm really upset about what happened last night.
7366,My mood is definitely off right now I think.,sadness,my mood is definitely off right now i think.
12923,"- ""My heart hurts thinking about what happened.""",sadness,my heart hurts thinking about what happened.
10186,Wedding day with him was clearly unforgettable bliss.,happiness,wedding day with him was clearly unforgettable bliss.
20164,I feel really annoyed at my sibling's attitude.,anger,i feel really annoyed at my sibling's attitude.
211,.Not really feeling like myself today,sadness,.not really feeling like myself today
19960,"I'm literally shaking with anger right now, ugh!",anger,"i'm literally shaking with anger right now, ugh!"
14504,My phone won't stop ringing from him today ugh..,sadness,my phone won't stop ringing from him today ugh..
14850,Feeling kinda lost and alone right now honestly.,sadness,feeling kinda lost and alone right now honestly.
5509,Starting to get annoyed at how disorganized this event is.,anger,starting to get annoyed at how disorganized this event is.
8223,Being with them just feels really comfortable always.,love,being with them just feels really comfortable always.
7246,I'm falling for you more and more each day,love,i'm falling for you more and more each day
1024,"My boss is being super frustrating today, ugh.",anger,"my boss is being super frustrating today, ugh."
11243,My flight is delayed and I'm starting to worry.,fear,my flight is delayed and i'm starting to worry.
3290,.I've had enough of their lies and excuses already.,anger,.i've had enough of their lies and excuses already.
10915,I'm so furious with him right now seriously,anger,i'm so furious with him right now seriously
10810,This week has been pretty tough on me emotionally,sadness,this week has been pretty tough on me emotionally
15938,My presentation is coming up and I'm stressed out,fear,my presentation is coming up and i'm stressed out
15027,I'm getting pretty scared of the dark lately.,fear,i'm getting pretty scared of the dark lately.
2655,What if I make a mistake and ruin everything?,fear,what if i make a mistake and ruin everything?
16195,Just got tickets to see my favorite team play,surprise,just got tickets to see my favorite team play
5348,Life is going rather smoothly at the moment thankfully.,happiness,life is going rather smoothly at the moment thankfully.
12251,Being surrounded by loved ones makes me so grateful.,happiness,being surrounded by loved ones makes me so grateful.
19860,I'm worried that I'll be late for my exam.,fear,i'm worried that i'll be late for my exam.
16039,Falling more in love with him every single day honestly!,love,falling more in love with him every single day honestly!
6613,I never thought love could be this strong and real,love,i never thought love could be this strong and real
4825,I'm seriously freaking out about my future.,fear,i'm seriously freaking out about my future.
2922,I'm shocked at how fast the year has flown by.,surprise,i'm shocked at how fast the year has flown by.
10461,This customer service is completely infuriating me.,anger,this customer service is completely infuriating me.
15754,I'm obsessed with the way you make me feel.,love,i'm obsessed with the way you make me feel.
4174,This puppy's wagging tail makes me feel so joyful.,happiness,this puppy's wagging tail makes me feel so joyful.
14249,I feel like the luckiest person alive with you,love,i feel like the luckiest person alive with you
12565,This haunted house might be too much for me.,fear,this haunted house might be too much for me.
13137,I'm getting pretty anxious about meeting his family soon,fear,i'm getting pretty anxious about meeting his family soon
5740,What if I forget what to say in class?,fear,what if i forget what to say in class?
11827,Just had a fight with my best friend too.,sadness,just had a fight with my best friend too.
4523,"Clearly, this job is making me very happy lately.",happiness,"clearly, this job is making me very happy lately."
362,This coffee is way too hot and burns my tongue.,anger,this coffee is way too hot and burns my tongue.
1069,"I've been thinking about you all day, nonstop.",love,"i've been thinking about you all day, nonstop."
19559,I'm seriously concerned about my mom's health issues lately.,fear,i'm seriously concerned about my mom's health issues lately.
13124,I feel like I've found my person.,love,i feel like i've found my person.
10264,Today is shaping up to be rather amazing already.,happiness,today is shaping up to be rather amazing already.
6863,That brief conversation somehow left me a little lighter.,happiness,that brief conversation somehow left me a little lighter.
9380,What if something bad happens on my flight tomorrow?,fear,what if something bad happens on my flight tomorrow?
13910,"My heart is racing right now, what's happening?",fear,"my heart is racing right now, what's happening?"
11322,"This is infuriating, can't take it anymore.",anger,"this is infuriating, can't take it anymore."
18993,I'm totally crushing on this guy at work.,love,i'm totally crushing on this guy at work.
16825,"I care about you more than words can say, kinda.",love,"i care about you more than words can say, kinda."
10999,My favorite moments are the ones with you nearby.,love,my favorite moments are the ones with you nearby.
18371,"I'm missing my best friend's company today, badly.",sadness,"i'm missing my best friend's company today, badly."
4226,My little brother is actually starting to grow up now.,surprise,my little brother is actually starting to grow up now.
13860,"My boss made me want to scream today somehow,",anger,"my boss made me want to scream today somehow,"
12562,Today's good news has me totally over the moon!,happiness,today's good news has me totally over the moon!
3814,I'm scared I might forget my lines on stage today.,fear,i'm scared i might forget my lines on stage today.
584,I just ran into my coworker at the gym too,surprise,i just ran into my coworker at the gym too
16624,Today was a complete disaster for me somehow.,anger,today was a complete disaster for me somehow.
8905,I'm feeling pretty frustrated with this project so far.,anger,i'm feeling pretty frustrated with this project so far.
4683,I kinda wish I had made different choices earlier.,sadness,i kinda wish i had made different choices earlier.
15414,I'm seriously annoyed at you right now dude.,anger,i'm seriously annoyed at you right now dude.
18699,"My sister is getting married - wow, time flies!",surprise,"my sister is getting married wow, time flies!"
4065,"I feel like crying all the time, what's wrong",sadness,"i feel like crying all the time, what's wrong"
13357,Just thinking about you makes me smile instantly always.,love,just thinking about you makes me smile instantly always.
6369,I think I might be falling for her slowly,love,i think i might be falling for her slowly
19631,Being around you makes me feel alive.,love,being around you makes me feel alive.
7770,I'm struggling to get out of bed this morning.,sadness,i'm struggling to get out of bed this morning.
